"Staper","Fresgn","Datasgn","Nationsgn","Nationnm_en","Eftm0201","Eftm0202"
"2001-05","M","A","330","Sweden","172270","58460"
"2001-05","M","A","115","Israel","29250","58800"
"2001-05","M","A","127","Pakistan","45780","60560"
"2001-05","M","A","121","China, Macao","11540","60610"
"2001-05","M","A","113","Iran (Islamic Republic of)","231250","62910"
"2001-05","M","A","236","Nigeria","27120","74590"
"2001-05","M","A","327","Poland","6370","77090"
"2001-05","M","A","321","Hungary","9490","88980"
"2001-05","M","A","131","Saudi Arabia","212950","100410"
"2001-05","M","A","432","Panama","0","106160"
"2001-05","M","A","129","Philippines","131300","121510"
"2001-05","M","A","141","Viet Nam","83980","128450"
"2001-05","M","A","344","Russian Federation","536060","141630"
"2001-05","M","A","111","India","126600","149390"
"2001-05","M","A","429","Mexico","61830","149570"
"2001-05","M","A","136","Thailand","359140","181580"
"2001-05","M","A","312","Spain","48730","189730"
"2001-05","M","A","138","United Arab Emirates","57950","194530"
"2001-05","M","A","112","Indonesia","337710","203610"
"2001-05","M","A","122","Malaysia","436140","237170"
"2001-05","M","A","307","Italy","296760","372070"
"2001-05","M","A","132","Singapore","358980","459660"
"2001-05","M","A","303","United Kingdom","290350","512460"
"2001-05","M","A","309","Netherlands","106590","524050"
"2001-05","M","A","400","Latin America","435160","673510"
"2001-05","M","A","304","Germany","1120110","693200"
"2001-05","M","A","133","Republic of Korea","1891030","1030620"
"2001-05","M","A","116","Japan","3290270","3334440"
"2001-05","M","A","110","China, Hong Kong","793210","3655170"
"2001-05","M","A","502","United States of America","2100270","4300930"
"2001-05","M","A","244","South Africa","84260","82900"
"2001-05","M","B","244","South Africa","480840","384420"
"2001-05","M","B","500","Northern America","11625190","21642080"
"2001-05","M","A","500","Northern America","2447660","4564210"
"2001-06","M","A","200","Africa","460840","492640"
"2001-06","M","B","200","Africa","2456950","2841720"
"2001-06","M","A","600","Oceania","442320","316920"
"2001-06","M","B","600","Oceania","2840030","1820860"
"2001-06","M","A","202","Angola","92370","6410"
"2001-06","M","B","202","Angola","300360","20310"
"2001-06","M","A","402","Argentina","135040","49430"
"2001-06","M","B","402","Argentina","253300","274040"
"2001-06","M","A","601","Australia","363880","272390"
"2001-06","M","B","601","Australia","2424520","1584260"
"2001-06","M","A","315","Austria","49120","26080"
"2001-06","M","B","315","Austria","317960","185680"
"2001-06","M","A","301","Belgium","153180","216900"
"2001-06","M","B","301","Belgium","841140","1248030"
"2001-06","M","A","410","Brazil","251570","119410"
"2001-06","M","B","410","Brazil","881610","632080"
"2001-06","M","A","501","Canada","414790","294990"
"2001-06","M","B","501","Canada","1937590","1608830"
"2001-06","M","A","100","Asia","12819990","11537280"
"2001-06","M","B","100","Asia","71353410","65905240"
"2001-06","M","A","300","Europe","4055570","3961340"
"2001-06","M","B","300","Europe","22912050","23643210"
"2001-06","M","A","412","Chile","87730","75840"
"2001-06","M","B","412","Chile","506240","377370"
"2001-06","M","A","143","China,Taiwan","2262920","407410"
"2001-06","M","B","143","China,Taiwan","12628670","2362330"
"2001-06","M","A","302","Denmark","44820","122250"
"2001-06","M","B","302","Denmark","297710","427090"
"2001-06","M","A","318","Finland","207220","64180"
"2001-06","M","B","318","Finland","1275640","395030"
"2001-06","M","A","305","France","365060","326780"
"2001-06","M","B","305","France","1978710","1884220"
"2001-06","M","B","432","Panama","750","536470"
"2001-06","M","B","137","Turkey","95700","362930"
"2001-06","M","B","327","Poland","79990","496380"
"2001-06","M","B","138","United Arab Emirates","262980","1092780"
"2001-06","M","B","141","Viet Nam","578800","819280"
"2001-06","M","B","131","Saudi Arabia","1332260","582040"
"2001-06","M","B","429","Mexico","357940","769080"
"2001-06","M","B","236","Nigeria","131360","401690"
"2001-06","M","B","113","Iran (Islamic Republic of)","1221090","403970"
"2001-06","M","B","115","Israel","211230","407320"
"2001-06","M","B","246","Sudan","460680","107540"
"2001-06","M","B","127","Pakistan","295470","356590"
"2001-06","M","B","111","India","912480","877680"
"2001-06","M","B","321","Hungary","69490","529510"
"2001-06","M","B","307","Italy","1814320","2117060"
"2001-06","M","B","344","Russian Federation","3556050","1037080"
"2001-06","M","B","121","China, Macao","58600","329260"
"2001-06","M","B","304","Germany","6323940","4470810"
"2001-06","M","B","129","Philippines","930630","724600"
"2001-06","M","B","309","Netherlands","704570","3549340"
"2001-06","M","B","331","Switzerland","790660","341050"
"2001-06","M","B","122","Malaysia","2811620","1280400"
"2001-06","M","B","306","Ireland","243490","234440"
"2001-06","M","B","400","Latin America","2414860","3717480"
"2001-06","M","B","136","Thailand","2291460","1217700"
"2001-06","M","B","502","United States of America","12512520","25026760"
"2001-06","M","B","311","Portugal","24270","129330"
"2001-06","M","B","609","New Zealand","333940","206480"
"2001-06","M","B","303","United Kingdom","1735820","3114090"
"2001-06","M","B","312","Spain","329890","1139900"
"2001-06","M","B","116","Japan","21021590","21400910"
"2001-06","M","B","145","Kazakhstan","466500","176500"
"2001-06","M","B","132","Singapore","2527140","2838960"
"2001-06","M","B","133","Republic of Korea","11503990","5796020"
"2001-06","M","B","110","China, Hong Kong","4488480","21414610"
"2001-06","M","B","112","Indonesia","2021990","1380460"
"2001-06","M","B","310","Greece","22620","349340"
"2001-06","M","B","330","Sweden","1143830","537020"
"2001-06","M","B","126","Oman","1105530","24290"
"2001-06","M","B","326","Norway","300100","181600"
"2001-06","M","B","114","Iraq","73010","192060"
"2001-06","M","A","126","Oman","203680","4290"
"2001-06","M","A","145","Kazakhstan","82920","18220"
"2001-06","M","A","246","Sudan","58130","18270"
"2001-06","M","A","311","Portugal","4380","21790"
"2001-06","M","A","114","Iraq","0","29100"
"2001-06","M","A","326","Norway","69910","37350"
"2001-06","M","A","609","New Zealand","69900","37930"
"2001-06","M","A","137","Turkey","25590","43860"
"2001-06","M","A","113","Iran (Islamic Republic of)","204010","46570"
"2001-06","M","A","306","Ireland","27800","49310"
"2001-06","M","A","310","Greece","6110","49600"
"2001-06","M","A","115","Israel","28020","60280"
"2001-06","M","A","331","Switzerland","152050","60550"
"2001-06","M","A","330","Sweden","197960","68520"
"2001-06","M","A","121","China, Macao","11590","69550"
"2001-06","M","A","236","Nigeria","19770","76830"
"2001-06","M","A","327","Poland","20990","86420"
"2001-06","M","A","127","Pakistan","51690","93420"
"2001-06","M","A","321","Hungary","8310","100930"
"2001-06","M","A","131","Saudi Arabia","311990","107720"
"2001-06","M","A","432","Panama","10","111970"
"2001-06","M","A","129","Philippines","147120","141270"
"2001-06","M","A","141","Viet Nam","113410","147400"
"2001-06","M","A","429","Mexico","62680","148230"
"2001-06","M","A","111","India","152640","157970"
"2001-06","M","A","344","Russian Federation","636550","166600"
"2001-06","M","A","138","United Arab Emirates","56230","191150"
"2001-06","M","A","312","Spain","56630","204920"
"2001-06","M","A","136","Thailand","401360","210280"
"2001-06","M","A","122","Malaysia","530940","240950"
"2001-06","M","A","112","Indonesia","300510","249480"
"2001-06","M","A","307","Italy","342600","364290"
"2001-06","M","A","132","Singapore","421630","493770"
"2001-06","M","A","303","United Kingdom","319940","540150"
"2001-06","M","A","309","Netherlands","130740","563440"
"2001-06","M","A","304","Germany","1092170","716830"
"2001-06","M","A","400","Latin America","642580","767590"
"2001-06","M","A","133","Republic of Korea","2056040","1057290"
"2001-06","M","A","116","Japan","3753720","3448480"
"2001-06","M","A","110","China, Hong Kong","835380","4008050"
"2001-06","M","A","502","United States of America","2413040","4707850"
"2001-06","M","A","244","South Africa","79050","88080"
"2001-06","M","B","244","South Africa","559890","472500"
"2001-06","M","B","500","Northern America","14453920","26645860"
"2001-06","M","A","500","Northern America","2828730","5003780"
"2001-07","M","A","200","Africa","458050","554640"
"2001-07","M","B","200","Africa","2915000","3396360"
"2001-07","M","A","600","Oceania","515280","367780"
"2001-07","M","B","600","Oceania","3355310","2188640"
"2001-07","M","A","202","Angola","71950","3400"
"2001-07","M","B","202","Angola","372310","23710"
"2001-07","M","A","402","Argentina","213980","62140"
"2001-07","M","B","402","Argentina","467280","336180"
"2001-07","M","A","601","Australia","449840","313820"
"2001-07","M","B","601","Australia","2874360","1898080"
"2001-07","M","A","315","Austria","47720","29940"
"2001-07","M","B","315","Austria","365680","215620"
"2001-07","M","A","301","Belgium","156100","208050"
"2001-07","M","B","301","Belgium","997240","1456080"
"2001-07","M","A","410","Brazil","241270","130730"
"2001-07","M","B","410","Brazil","1122880","762810"
"2001-07","M","A","501","Canada","386810","313750"
"2001-07","M","B","501","Canada","2324400","1922580"
"2001-07","M","A","100","Asia","12243630","11742670"
"2001-07","M","B","100","Asia","83597040","77647910"
"2001-07","M","A","300","Europe","4138010","4188760"
"2001-07","M","B","300","Europe","27050060","27831970"
"2001-07","M","A","412","Chile","150070","85640"
"2001-07","M","B","412","Chile","656310","463010"
"2001-07","M","A","143","China,Taiwan","2226940","411830"
"2001-07","M","B","143","China,Taiwan","14855610","2774160"
"2001-07","M","A","302","Denmark","46750","82250"
"2001-07","M","B","302","Denmark","344460","509340"
"2001-07","M","A","318","Finland","194040","74940"
"2001-07","M","B","318","Finland","1469680","469970"
"2001-07","M","A","305","France","298890","323400"
"2001-07","M","B","305","France","2277600","2207620"
"2001-07","M","B","432","Panama","770","671340"
"2001-07","M","B","137","Turkey","121060","414470"
"2001-07","M","B","138","United Arab Emirates","322090","1286750"
"2001-07","M","B","327","Poland","89170","595230"
"2001-07","M","B","429","Mexico","423370","932570"
"2001-07","M","B","141","Viet Nam","650720","971470"
"2001-07","M","B","236","Nigeria","187650","488620"
"2001-07","M","B","131","Saudi Arabia","1583440","703430"
"2001-07","M","B","115","Israel","240430","489070"
"2001-07","M","B","246","Sudan","540440","130000"
"2001-07","M","B","113","Iran (Islamic Republic of)","1415000","491250"
"2001-07","M","B","321","Hungary","82960","609530"
"2001-07","M","B","306","Ireland","328420","284550"
"2001-07","M","B","127","Pakistan","352360","428210"
"2001-07","M","B","111","India","1044450","1041810"
"2001-07","M","B","344","Russian Federation","4275060","1267120"
"2001-07","M","B","307","Italy","2141700","2396390"
"2001-07","M","B","121","China, Macao","69910","397990"
"2001-07","M","B","304","Germany","7510100","5302210"
"2001-07","M","B","309","Netherlands","838980","4117110"
"2001-07","M","B","129","Philippines","1078640","864080"
"2001-07","M","B","331","Switzerland","949090","406850"
"2001-07","M","B","502","United States of America","14914880","29914940"
"2001-07","M","B","400","Latin America","3219310","4541880"
"2001-07","M","B","136","Thailand","2660900","1473440"
"2001-07","M","B","311","Portugal","28560","152920"
"2001-07","M","B","122","Malaysia","3261840","1537730"
"2001-07","M","B","609","New Zealand","390730","245680"
"2001-07","M","B","312","Spain","391800","1336830"
"2001-07","M","B","116","Japan","24644140","24966370"
"2001-07","M","B","145","Kazakhstan","570640","208150"
"2001-07","M","B","133","Republic of Korea","13559620","6891440"
"2001-07","M","B","132","Singapore","2907340","3305010"
"2001-07","M","B","110","China, Hong Kong","5313520","25328240"
"2001-07","M","B","303","United Kingdom","1994510","3706490"
"2001-07","M","B","112","Indonesia","2376930","1618740"
"2001-07","M","B","310","Greece","26760","415840"
"2001-07","M","B","330","Sweden","1334930","607210"
"2001-07","M","B","326","Norway","366400","250380"
"2001-07","M","B","126","Oman","1153530","40060"
"2001-07","M","B","114","Iraq","73010","222700"
"2001-07","M","A","126","Oman","48000","15770"
"2001-07","M","A","246","Sudan","79760","22460"
"2001-07","M","A","311","Portugal","4290","23590"
"2001-07","M","A","114","Iraq","0","30640"
"2001-07","M","A","145","Kazakhstan","104140","31650"
"2001-07","M","A","609","New Zealand","56790","39200"
"2001-07","M","A","306","Ireland","84930","50110"
"2001-07","M","A","137","Turkey","25360","51540"
"2001-07","M","A","331","Switzerland","158430","65800"
"2001-07","M","A","310","Greece","4140","66500"
"2001-07","M","A","121","China, Macao","11310","68730"
"2001-07","M","A","326","Norway","66300","68780"
"2001-07","M","A","330","Sweden","191100","70190"
"2001-07","M","A","127","Pakistan","56890","71620"
"2001-07","M","A","321","Hungary","13470","80020"
"2001-07","M","A","115","Israel","29200","81750"
"2001-07","M","A","236","Nigeria","56290","86930"
"2001-07","M","A","113","Iran (Islamic Republic of)","193910","87280"
"2001-07","M","A","327","Poland","9180","98850"
"2001-07","M","A","131","Saudi Arabia","251180","121390"
"2001-07","M","A","432","Panama","20","134870"
"2001-07","M","A","129","Philippines","148010","139480"
"2001-07","M","A","141","Viet Nam","71920","152190"
"2001-07","M","A","429","Mexico","65430","163490"
"2001-07","M","A","111","India","131970","164130"
"2001-07","M","A","138","United Arab Emirates","59110","193970"
"2001-07","M","A","312","Spain","61910","196930"
"2001-07","M","A","344","Russian Federation","719010","230040"
"2001-07","M","A","112","Indonesia","354940","238280"
"2001-07","M","A","136","Thailand","369440","255740"
"2001-07","M","A","122","Malaysia","450220","257330"
"2001-07","M","A","307","Italy","327380","279330"
"2001-07","M","A","132","Singapore","380200","466050"
"2001-07","M","A","309","Netherlands","134410","567770"
"2001-07","M","A","303","United Kingdom","258690","592400"
"2001-07","M","A","400","Latin America","804450","824400"
"2001-07","M","A","304","Germany","1186160","831400"
"2001-07","M","A","133","Republic of Korea","2055630","1095420"
"2001-07","M","A","116","Japan","3622550","3565460"
"2001-07","M","A","110","China, Hong Kong","825040","3913630"
"2001-07","M","A","502","United States of America","2402360","4888180"
